"","Taxid","Name","OTU","Perc"
"31",1161098,"Anaerococcus octavius NCTC 9810",41,23.8372093023256
"2",1282,"Staphylococcus epidermidis",36,20.9302325581395
"20",82347,"Facklamia languida",18,10.4651162790698
"10",29388,"Staphylococcus capitis",17,9.88372093023256
"7",1747,"Cutibacterium acnes",5,2.90697674418605
"18",70346,"Acinetobacter variabilis",5,2.90697674418605
"8",28037,"Streptococcus mitis",4,2.32558139534884
"23",280333,"Bradyrhizobium pachyrhizi",4,2.32558139534884
"27",525919,"Anaerococcus prevotii DSM 20548",4,2.32558139534884
"13",33028,"Staphylococcus saccharolyticus",3,1.74418604651163
"1",470,"Acinetobacter baumannii",2,1.16279069767442
"3",1283,"Staphylococcus haemolyticus",2,1.16279069767442
"14",40216,"Acinetobacter radioresistens",2,1.16279069767442
"26",490188,"Hydrocarboniphaga daqingensis",2,1.16279069767442
"4",1292,"Staphylococcus warneri",1,0.581395348837209
"5",1294,"Staphylococcus muscae",1,0.581395348837209
"6",1308,"Streptococcus thermophilus",1,0.581395348837209
"9",28091,"Neisseria weaveri",1,0.581395348837209
"11",29448,"Bradyrhizobium elkanii",1,0.581395348837209
"12",29466,"Veillonella parvula",1,0.581395348837209
"15",46126,"Staphylococcus chromogenes",1,0.581395348837209
"16",56946,"Afipia broomeae",1,0.581395348837209
"17",68909,"Deinococcus geothermalis",1,0.581395348837209
"19",72759,"Staphylococcus aureus subsp. anaerobius",1,0.581395348837209
"21",190148,"Bradyrhizobium paxllaeri",1,0.581395348837209
"22",243629,"Hydrocarboniphaga effusa",1,0.581395348837209
"24",319942,"Staphylococcus petrasii subsp. croceilyticus",1,0.581395348837209
"25",465797,"Acinetobacter septicus",1,0.581395348837209
"28",630921,"Bradyrhizobium embrapense",1,0.581395348837209
"29",938293,"Anaerococcus provencensis",1,0.581395348837209
"30",985008,"Aggregatibacter aphrophilus ATCC 33389",1,0.581395348837209
"32",1176535,"Lysobacter hankyongensis",1,0.581395348837209
"33",1282664,"Streptococcus oralis subsp. tigurinus AZ_3a",1,0.581395348837209
"34",1458253,"Streptococcus oralis subsp. dentisani",1,0.581395348837209
"35",1463404,"Bacillus tianshenii",1,0.581395348837209
"36",1497615,"Bradyrhizobium neotropicale",1,0.581395348837209
"37",1518501,"Bradyrhizobium valentinum",1,0.581395348837209
"38",1611836,"Staphylococcus petrasii subsp. pragensis",1,0.581395348837209
"39",1810504,"Immundisolibacter cernigliae",1,0.581395348837209
"40",1813873,"Niabella aquatica",1,0.581395348837209
"41",2304686,"Hungateiclostridiaceae",1,0.581395348837209
